Gene stable ID	NCBI gene ID	Gene name	Source of gene name	HGNC symbol
ENSG00000204116	53344	CHIC1	HGNC Symbol	CHIC1
ENSG00000109674	55247	NEIL3	HGNC Symbol	NEIL3
ENSG00000281970		TRBV6-1	HGNC Symbol	TRBV6-1
ENSG00000279370		AC004777.1	Clone-based (Ensembl) gene	
ENSG00000238273		AC108058.1	Clone-based (Ensembl) gene	
ENSG00000282225		TRBV7-1	HGNC Symbol	TRBV7-1
ENSG00000236754		AC007666.1	Clone-based (Ensembl) gene	
ENSG00000259564		AC009554.1	Clone-based (Ensembl) gene	
ENSG00000282285		TRBV4-2	HGNC Symbol	TRBV4-2
ENSG00000273956		AC005632.4	Clone-based (Ensembl) gene	
ENSG00000196954	837	CASP4	HGNC Symbol	CASP4
ENSG00000257639		AC005632.1	Clone-based (Ensembl) gene	
ENSG00000236968		AL451164.2	Clone-based (Ensembl) gene	
ENSG00000226217		RPL19P1	HGNC Symbol	RPL19P1
ENSG00000282719		TRBV6-2	HGNC Symbol	TRBV6-2
ENSG00000271609		AC005632.3	Clone-based (Ensembl) gene	
ENSG00000226762	105376354	AL451164.1	Clone-based (Ensembl) gene	
ENSG00000280038	440299	DNM1P41	HGNC Symbol	DNM1P41
ENSG00000223618	6293	VPS52	HGNC Symbol	VPS52
ENSG00000274178		PRAMEF28P	HGNC Symbol	PRAMEF28P
ENSG00000227338		AL139280.1	Clone-based (Ensembl) gene	
ENSG00000280330		CU634019.7	Clone-based (Ensembl) gene	
ENSG00000282505		AC234635.2	Clone-based (Ensembl) gene	
ENSG00000259511	100505679	UBE2Q2L	HGNC Symbol	UBE2Q2L
ENSG00000279303		CU634019.3	Clone-based (Ensembl) gene	
ENSG00000282543		AC234635.3	Clone-based (Ensembl) gene	
ENSG00000273664		AC010776.3	Clone-based (Ensembl) gene	
ENSG00000263317	105371830	LINC01982	HGNC Symbol	LINC01982
ENSG00000249084		AC027627.1	Clone-based (Ensembl) gene	
ENSG00000279647		CU633904.2	Clone-based (Ensembl) gene	
ENSG00000132646	5111	PCNA	HGNC Symbol	PCNA
ENSG00000273984	4585	MUC4	HGNC Symbol	MUC4
ENSG00000259694		AC136698.1	Clone-based (Ensembl) gene	
ENSG00000274764	101929983	PRAMEF27	HGNC Symbol	PRAMEF27
ENSG00000106410	135935	NOBOX	HGNC Symbol	NOBOX
ENSG00000206287	6015	RING1	HGNC Symbol	RING1
ENSG00000230578		AC234781.5	Clone-based (Ensembl) gene	
ENSG00000224216		AC234781.1	Clone-based (Ensembl) gene	
ENSG00000237433		RPSAP11	HGNC Symbol	RPSAP11
ENSG00000261572		AC097639.1	Clone-based (Ensembl) gene	
ENSG00000259708		AC090607.3	Clone-based (Ensembl) gene	
ENSG00000231037	414765	HCG25	HGNC Symbol	HCG25
ENSG00000277858	474381	H2AFB2	HGNC Symbol	H2AFB2
ENSG00000259562		AC090607.2	Clone-based (Ensembl) gene	
ENSG00000259322		AC090607.1	Clone-based (Ensembl) gene	
ENSG00000277482		AC090607.5	Clone-based (Ensembl) gene	
ENSG00000282353		AC234635.1	Clone-based (Ensembl) gene	
ENSG00000141378	51651	PTRH2	HGNC Symbol	PTRH2
ENSG00000282506		TRBV7-2	HGNC Symbol	TRBV7-2
ENSG00000274791	474383	F8A2	HGNC Symbol	F8A2
ENSG00000235828		RPL36AP26	HGNC Symbol	RPL36AP26
ENSG00000132793	64900	LPIN3	HGNC Symbol	LPIN3
ENSG00000284828		AC012020.2	Clone-based (Ensembl) gene	
ENSG00000233017	105372710	AL121832.1	Clone-based (Ensembl) gene	
ENSG00000136108	26586	CKAP2	HGNC Symbol	CKAP2
ENSG00000277058	649330	HNRNPCL3	HGNC Symbol	HNRNPCL3
ENSG00000134809	26519	TIMM10	HGNC Symbol	TIMM10
ENSG00000277150	474384	F8A3	HGNC Symbol	F8A3
ENSG00000279853		AC004453.2	Clone-based (Ensembl) gene	
ENSG00000223863		LINC01805	HGNC Symbol	LINC01805
ENSG00000231030		ZNF70P1	HGNC Symbol	ZNF70P1
ENSG00000168758	54910	SEMA4C	HGNC Symbol	SEMA4C
ENSG00000124486	8239	USP9X	HGNC Symbol	USP9X
ENSG00000260101	101927402	AC008074.2	Clone-based (Ensembl) gene	
ENSG00000281952		TRBV8-1	HGNC Symbol	TRBV8-1
ENSG00000168878	6439	SFTPB	HGNC Symbol	SFTPB
ENSG00000142619	51702	PADI3	HGNC Symbol	PADI3
ENSG00000267637		AC040904.1	Clone-based (Ensembl) gene	
ENSG00000229571	441873	PRAMEF25	HGNC Symbol	PRAMEF25
ENSG00000229571	645359	PRAMEF25	HGNC Symbol	PRAMEF25
ENSG00000015676	23386	NUDCD3	HGNC Symbol	NUDCD3
ENSG00000141367	1213	CLTC	HGNC Symbol	CLTC
ENSG00000206346	1797	DXO	HGNC Symbol	DXO
ENSG00000239345		HNRNPA1P26	HGNC Symbol	HNRNPA1P26
ENSG00000007952	27035	NOX1	HGNC Symbol	NOX1
ENSG00000277501		AC243571.2	Clone-based (Ensembl) gene	
ENSG00000261596		AC005632.2	Clone-based (Ensembl) gene	
ENSG00000228090	80739	MPIG6B	HGNC Symbol	MPIG6B
ENSG00000197006	51108	METTL9	HGNC Symbol	METTL9
ENSG00000278053	11056	DDX52	HGNC Symbol	DDX52
ENSG00000265413		AP001094.2	Clone-based (Ensembl) gene	
ENSG00000273368		AC006566.1	Clone-based (Ensembl) gene	
ENSG00000266767		AP000897.2	Clone-based (Ensembl) gene	
ENSG00000242325		RPS12P31	HGNC Symbol	RPS12P31
ENSG00000282236		TRBV5-2	HGNC Symbol	TRBV5-2
ENSG00000267557		AC008474.1	Clone-based (Ensembl) gene	
ENSG00000235119		AL138895.1	Clone-based (Ensembl) gene	
ENSG00000173482	5797	PTPRM	HGNC Symbol	PTPRM
ENSG00000186326	388531	RGS9BP	HGNC Symbol	RGS9BP
ENSG00000282426		AC129507.8	Clone-based (Ensembl) gene	
ENSG00000132570	84105	PCBD2	HGNC Symbol	PCBD2
ENSG00000282240		TRBV6-4	HGNC Symbol	TRBV6-4
ENSG00000282013	9501	RPH3AL	HGNC Symbol	RPH3AL
ENSG00000233321		AL357833.1	Clone-based (Ensembl) gene	
ENSG00000277862		PRAMEF34P	HGNC Symbol	PRAMEF34P
ENSG00000242978		PPIAP83	HGNC Symbol	PPIAP83
ENSG00000236892		AL357833.2	Clone-based (Ensembl) gene	
ENSG00000282203		TRBV7-3	HGNC Symbol	TRBV7-3
ENSG00000214869		TPM3P4	HGNC Symbol	TPM3P4
ENSG00000213786		NHP2P2	HGNC Symbol	NHP2P2
ENSG00000146677		AC004453.1	Clone-based (Ensembl) gene	
ENSG00000140511	145864	HAPLN3	HGNC Symbol	HAPLN3
ENSG00000247627		MTND4P12	HGNC Symbol	MTND4P12
ENSG00000279799		AC006077.2	Clone-based (Ensembl) gene	
ENSG00000249192		MTND3P25	HGNC Symbol	MTND3P25
ENSG00000249119		MTND6P4	HGNC Symbol	MTND6P4
ENSG00000260078		AC007342.3	Clone-based (Ensembl) gene	
ENSG00000198868		MTND4LP30	HGNC Symbol	MTND4LP30
ENSG00000244921		MTCYBP18	HGNC Symbol	MTCYBP18
ENSG00000248923		MTND5P11	HGNC Symbol	MTND5P11
ENSG00000152705	347732	CATSPER3	HGNC Symbol	CATSPER3
ENSG00000261804	102723373	AC007342.4	Clone-based (Ensembl) gene	
ENSG00000277597		AC130343.2	Clone-based (Ensembl) gene	
ENSG00000174231	10594	PRPF8	HGNC Symbol	PRPF8
ENSG00000224791		KRT18P39	HGNC Symbol	KRT18P39
ENSG00000213925		NPM1P33	HGNC Symbol	NPM1P33
ENSG00000213638	113179	ADAT3	HGNC Symbol	ADAT3
ENSG00000183798	90187	EMILIN3	HGNC Symbol	EMILIN3
ENSG00000232848		AL034417.1	Clone-based (Ensembl) gene	
ENSG00000152291	10618	TGOLN2	HGNC Symbol	TGOLN2
ENSG00000238290		AL034417.2	Clone-based (Ensembl) gene	
ENSG00000258973		AL096870.1	Clone-based (Ensembl) gene	
ENSG00000261029		AC138304.1	Clone-based (Ensembl) gene	
ENSG00000183578	388121	TNFAIP8L3	HGNC Symbol	TNFAIP8L3
ENSG00000137288	84300	UQCC2	HGNC Symbol	UQCC2
ENSG00000213896		AC109486.1	Clone-based (Ensembl) gene	
ENSG00000235684		HTATSF1P1	HGNC Symbol	HTATSF1P1
ENSG00000247345		AC092343.1	Clone-based (Ensembl) gene	
ENSG00000259873		AC009117.1	Clone-based (Ensembl) gene	
ENSG00000227500	113178	SCAMP4	HGNC Symbol	SCAMP4
ENSG00000214244		SETP21	HGNC Symbol	SETP21
ENSG00000261285		AC009117.2	Clone-based (Ensembl) gene	
ENSG00000129467	196883	ADCY4	HGNC Symbol	ADCY4
ENSG00000152931	25859	PART1	HGNC Symbol	PART1
ENSG00000038002	175	AGA	HGNC Symbol	AGA
ENSG00000229305		AL358876.1	Clone-based (Ensembl) gene	
ENSG00000140749	10261	IGSF6	HGNC Symbol	IGSF6
ENSG00000224161		RPS26P54	HGNC Symbol	RPS26P54
ENSG00000267486		GLUD1P4	HGNC Symbol	GLUD1P4
ENSG00000267669		AC098847.1	Clone-based (Ensembl) gene	
ENSG00000231243		AC116038.1	Clone-based (Ensembl) gene	
ENSG00000197818	23315	SLC9A8	HGNC Symbol	SLC9A8
ENSG00000156398	118980	SFXN2	HGNC Symbol	SFXN2
ENSG00000096433	3710	ITPR3	HGNC Symbol	ITPR3
ENSG00000251306		NDUFB4P2	HGNC Symbol	NDUFB4P2
ENSG00000275544	622	BDH1	HGNC Symbol	BDH1
ENSG00000229379		AC006041.1	Clone-based (Ensembl) gene	
ENSG00000260170		AC090527.2	Clone-based (Ensembl) gene	
ENSG00000113448	5144	PDE4D	HGNC Symbol	PDE4D
ENSG00000235452	80740	LY6G6C	HGNC Symbol	LY6G6C
ENSG00000279277		AC012020.1	Clone-based (Ensembl) gene	
ENSG00000259726		CSPG4P11	HGNC Symbol	CSPG4P11
ENSG00000229688	100506025	ISPD-AS1	HGNC Symbol	ISPD-AS1
ENSG00000235416		AC233728.2	Clone-based (Ensembl) gene	
ENSG00000277745	83740	H2AFB3	HGNC Symbol	H2AFB3
ENSG00000274403		AC090510.2	Clone-based (Ensembl) gene	
ENSG00000197912	6687	SPG7	HGNC Symbol	SPG7
ENSG00000274244		AC243585.1	Clone-based (Ensembl) gene	
ENSG00000140326	146059	CDAN1	HGNC Symbol	CDAN1
ENSG00000187260	349136	WDR86	HGNC Symbol	WDR86
ENSG00000277688		AC243585.2	Clone-based (Ensembl) gene	
ENSG00000268941	79160	LINC01711	HGNC Symbol	LINC01711
ENSG00000223876		RPS27P1	HGNC Symbol	RPS27P1
ENSG00000224683		RPL36AP29	HGNC Symbol	RPL36AP29
ENSG00000272295		AL844853.2	Clone-based (Ensembl) gene	
ENSG00000230146		SEPHS1P4	HGNC Symbol	SEPHS1P4
ENSG00000214960	729920	ISPD	HGNC Symbol	ISPD
ENSG00000282357		AC240137.1	Clone-based (Ensembl) gene	
ENSG00000119938	5507	PPP1R3C	HGNC Symbol	PPP1R3C
ENSG00000235250	102060414	C4B-AS1	HGNC Symbol	C4B-AS1
ENSG00000206366	221527	ZBTB12	HGNC Symbol	ZBTB12
ENSG00000225393		BX571846.1	Clone-based (Ensembl) gene	
ENSG00000214872	219537	SMTNL1	HGNC Symbol	SMTNL1
ENSG00000185973	55217	TMLHE	HGNC Symbol	TMLHE
ENSG00000282336		AC129507.7	Clone-based (Ensembl) gene	
ENSG00000241253	629	CFB	HGNC Symbol	CFB
ENSG00000237788		AL162615.1	Clone-based (Ensembl) gene	
ENSG00000275886	100506388	AC129507.6	Clone-based (Ensembl) gene	
ENSG00000100346	8911	CACNA1I	HGNC Symbol	CACNA1I
ENSG00000136295	80727	TTYH3	HGNC Symbol	TTYH3
ENSG00000265511		AC020558.2	Clone-based (Ensembl) gene	
ENSG00000264666		AC020558.1	Clone-based (Ensembl) gene	
ENSG00000133027	10400	PEMT	HGNC Symbol	PEMT
ENSG00000274935	11024	LILRA1	HGNC Symbol	LILRA1
ENSG00000224533	100507404	TMLHE-AS1	HGNC Symbol	TMLHE-AS1
ENSG00000108947	1949	EFNB3	HGNC Symbol	EFNB3
ENSG00000270641	9383	TSIX	HGNC Symbol	TSIX
ENSG00000229807	7503	XIST	HGNC Symbol	XIST
ENSG00000231053		AL357752.1	Clone-based (Ensembl) gene	
ENSG00000090889	24137	KIF4A	HGNC Symbol	KIF4A
ENSG00000130700	140628	GATA5	HGNC Symbol	GATA5
ENSG00000247134		AC090204.1	Clone-based (Ensembl) gene	
ENSG00000171475	147179	WIPF2	HGNC Symbol	WIPF2
ENSG00000013374	51667	NUB1	HGNC Symbol	NUB1
ENSG00000254090		MTND2P32	HGNC Symbol	MTND2P32
ENSG00000253393		RANP9	HGNC Symbol	RANP9
ENSG00000254346		MTND1P6	HGNC Symbol	MTND1P6
ENSG00000174165	254359	ZDHHC24	HGNC Symbol	ZDHHC24
ENSG00000196776	961	CD47	HGNC Symbol	CD47
ENSG00000170293	152189	CMTM8	HGNC Symbol	CMTM8
ENSG00000096150	6222	RPS18	HGNC Symbol	RPS18
ENSG00000144730	54756	IL17RD	HGNC Symbol	IL17RD
ENSG00000233680		HNRNPA1P27	HGNC Symbol	HNRNPA1P27
ENSG00000272050		AL499627.2	Clone-based (Ensembl) gene	
ENSG00000179031		Z73417.1	Clone-based (Ensembl) gene	
ENSG00000235668		CR936879.1	Clone-based (Ensembl) gene	
ENSG00000174516	246330	PELI3	HGNC Symbol	PELI3
ENSG00000270377		AC097639.2	Clone-based (Ensembl) gene	
ENSG00000226364	105371831	LINC02089	HGNC Symbol	LINC02089
ENSG00000234737		KRT18P15	HGNC Symbol	KRT18P15
ENSG00000260519		AC096734.2	Clone-based (Ensembl) gene	
ENSG00000251517		AC096734.1	Clone-based (Ensembl) gene	
ENSG00000110042	23220	DTX4	HGNC Symbol	DTX4
ENSG00000281510		AC021146.15	Clone-based (Ensembl) gene	
ENSG00000227011	100506650	C17orf112	HGNC Symbol	C17orf112
ENSG00000281688		NF1P9	HGNC Symbol	NF1P9
ENSG00000280504		AC021146.13	Clone-based (Ensembl) gene	
ENSG00000280525		AC021146.14	Clone-based (Ensembl) gene	
ENSG00000281308	101929773	UGT2B27P	HGNC Symbol	UGT2B27P
ENSG00000273702		AC091271.1	Clone-based (Ensembl) gene	
ENSG00000077498	7299	TYR	HGNC Symbol	TYR
ENSG00000091317	54918	CMTM6	HGNC Symbol	CMTM6
ENSG00000062716	81671	VMP1	HGNC Symbol	VMP1
ENSG00000241220		AC078788.1	Clone-based (Ensembl) gene	
ENSG00000278178		AC171558.5	Clone-based (Ensembl) gene	
ENSG00000181192	55526	DHTKD1	HGNC Symbol	DHTKD1
ENSG00000281604		AC020679.1	Clone-based (Ensembl) gene	
ENSG00000278776		AC171558.6	Clone-based (Ensembl) gene	
ENSG00000280555	727924	LINC02203	HGNC Symbol	LINC02203
ENSG00000105229	51588	PIAS4	HGNC Symbol	PIAS4
ENSG00000262714		AC007342.5	Clone-based (Ensembl) gene	
ENSG00000279741		AC007342.8	Clone-based (Ensembl) gene	
ENSG00000280027		AC007342.9	Clone-based (Ensembl) gene	
ENSG00000153551	112616	CMTM7	HGNC Symbol	CMTM7
ENSG00000197629	219972	MPEG1	HGNC Symbol	MPEG1
ENSG00000253993		AC104027.1	Clone-based (Ensembl) gene	
ENSG00000281622		AC020679.2	Clone-based (Ensembl) gene	
ENSG00000273444		AC006023.2	Clone-based (Ensembl) gene	
ENSG00000227634	102724539	LINC01714	HGNC Symbol	LINC01714
ENSG00000272338		AC067838.1	Clone-based (Ensembl) gene	
ENSG00000260542		AL499627.1	Clone-based (Ensembl) gene	
ENSG00000234966	401242	LINC01623	HGNC Symbol	LINC01623
ENSG00000234904		RPL13P	HGNC Symbol	RPL13P
ENSG00000213449		GAPDHP28	HGNC Symbol	GAPDHP28
ENSG00000197692		CBX3P7	HGNC Symbol	CBX3P7
ENSG00000023318	23071	ERP44	HGNC Symbol	ERP44
ENSG00000278769		AC090510.3	Clone-based (Ensembl) gene	
ENSG00000284957		AF131216.5	Clone-based (Ensembl) gene	
ENSG00000206286	6293	VPS52	HGNC Symbol	VPS52
ENSG00000279895		CU633904.3	Clone-based (Ensembl) gene	
ENSG00000235522		AC010978.1	Clone-based (Ensembl) gene	
ENSG00000228759		FAF2P1	HGNC Symbol	FAF2P1
ENSG00000228701	100507633	TNKS2-AS1	HGNC Symbol	TNKS2-AS1
ENSG00000136193	9805	SCRN1	HGNC Symbol	SCRN1
ENSG00000262902		MTCO1P40	HGNC Symbol	MTCO1P40
ENSG00000071051	8440	NCK2	HGNC Symbol	NCK2
ENSG00000141682	5366	PMAIP1	HGNC Symbol	PMAIP1
ENSG00000266049		AP001011.1	Clone-based (Ensembl) gene	
ENSG00000119844	54812	AFTPH	HGNC Symbol	AFTPH
ENSG00000101596	23347	SMCHD1	HGNC Symbol	SMCHD1
ENSG00000263189		AC023934.1	Clone-based (Ensembl) gene	
ENSG00000262384		AC034268.1	Clone-based (Ensembl) gene	
ENSG00000206208	6892	TAPBP	HGNC Symbol	TAPBP
ENSG00000262518		AC090079.2	Clone-based (Ensembl) gene	
ENSG00000229672		AL450322.2	Clone-based (Ensembl) gene	
ENSG00000263252		AC005341.1	Clone-based (Ensembl) gene	
ENSG00000136573	640	BLK	HGNC Symbol	BLK
ENSG00000234709		UPF3AP3	HGNC Symbol	UPF3AP3
ENSG00000285939		AC034268.2	Clone-based (Ensembl) gene	
ENSG00000242078		AC084864.1	Clone-based (Ensembl) gene	
ENSG00000262271		AC090079.1	Clone-based (Ensembl) gene	
ENSG00000141200	84643	KIF2B	HGNC Symbol	KIF2B
ENSG00000233645		AL358876.2	Clone-based (Ensembl) gene	
ENSG00000256349		AP002748.4	Clone-based (Ensembl) gene	
ENSG00000233380		RPS2P48	HGNC Symbol	RPS2P48
ENSG00000263970		AP001094.1	Clone-based (Ensembl) gene	
ENSG00000259101	110599563	LY6G6F-LY6G6D	NCBI gene	
ENSG00000264596		AP000897.1	Clone-based (Ensembl) gene	
ENSG00000266149	100192426	AP001094.3	Clone-based (Ensembl) gene	
ENSG00000241912		AC078788.2	Clone-based (Ensembl) gene	
ENSG00000159082	8867	SYNJ1	HGNC Symbol	SYNJ1
ENSG00000141574	6398	SECTM1	HGNC Symbol	SECTM1
ENSG00000276077	102724951	CU633904.1	Clone-based (Ensembl) gene	
ENSG00000152953	55351	STK32B	HGNC Symbol	STK32B
ENSG00000215203	389207	GRXCR1	HGNC Symbol	GRXCR1
ENSG00000178996	112574	SNX18	HGNC Symbol	SNX18
ENSG00000174547	65003	MRPL11	HGNC Symbol	MRPL11
ENSG00000243003	259215	LY6G6F	HGNC Symbol	LY6G6F
ENSG00000281093	107985578	NCF4-AS1	HGNC Symbol	NCF4-AS1
ENSG00000223714	105373185	LINC02601	HGNC Symbol	LINC02601
ENSG00000275990	4689	NCF4	HGNC Symbol	NCF4
ENSG00000248939		AC111198.1	Clone-based (Ensembl) gene	
ENSG00000260640		AP003115.1	Clone-based (Ensembl) gene	
ENSG00000280621		AC110772.2	Clone-based (Ensembl) gene	
ENSG00000226641		AL391647.1	Clone-based (Ensembl) gene	
ENSG00000237482	79136	LY6G6E	HGNC Symbol	LY6G6E
ENSG00000281916		AF250324.4	Clone-based (Ensembl) gene	
ENSG00000270577		AC006023.1	Clone-based (Ensembl) gene	
ENSG00000250657		AC097451.1	Clone-based (Ensembl) gene	
ENSG00000120509	51248	PDZD11	HGNC Symbol	PDZD11
ENSG00000281830	105377617	LINC01596	NCBI gene	
ENSG00000277096		AC098590.2	Clone-based (Ensembl) gene	
ENSG00000280716		FRG1-DT	HGNC Symbol	FRG1-DT
ENSG00000168303	136647	MPLKIP	HGNC Symbol	MPLKIP
ENSG00000237787	152118	C3orf79	HGNC Symbol	C3orf79
ENSG00000213851		AC098590.1	Clone-based (Ensembl) gene	
ENSG00000234443	58530	LY6G6D	HGNC Symbol	LY6G6D
ENSG00000234443	110599563	LY6G6D	HGNC Symbol	LY6G6D
ENSG00000279297		AP000720.1	Clone-based (Ensembl) gene	
ENSG00000279603		AP000720.2	Clone-based (Ensembl) gene	
ENSG00000281122		AC108866.2	Clone-based (Ensembl) gene	
ENSG00000279177		FP236241.2	Clone-based (Ensembl) gene	
ENSG00000238755		LINC02006	HGNC Symbol	LINC02006
ENSG00000281482		AC093789.2	Clone-based (Ensembl) gene	
ENSG00000277991		FP236241.1	Clone-based (Ensembl) gene	
ENSG00000243486		AC068985.1	Clone-based (Ensembl) gene	
ENSG00000223553		SMPD4P1	HGNC Symbol	SMPD4P1
ENSG00000285921		AP000779.1	Clone-based (Ensembl) gene	
ENSG00000184384	84441	MAML2	HGNC Symbol	MAML2
ENSG00000267066		AC107990.1	Clone-based (Ensembl) gene	
ENSG00000214318		ATP5MC1P6	HGNC Symbol	ATP5MC1P6
ENSG00000164967	138716	RPP25L	HGNC Symbol	RPP25L
ENSG00000267497		NFE2L3P1	HGNC Symbol	NFE2L3P1
ENSG00000206075	5268	SERPINB5	HGNC Symbol	SERPINB5
ENSG00000168939	10251	SPRY3	HGNC Symbol	SPRY3
ENSG00000267462		AC090377.1	Clone-based (Ensembl) gene	
ENSG00000256704		SDCCAG3P1	HGNC Symbol	SDCCAG3P1
ENSG00000230075		C4A-AS1	HGNC Symbol	C4A-AS1
ENSG00000276427		IGLL4P	HGNC Symbol	IGLL4P
ENSG00000238125		SLC9A3P2	HGNC Symbol	SLC9A3P2
ENSG00000267742		SINHCAFP2	HGNC Symbol	SINHCAFP2
ENSG00000206338	1589	CYP21A2	HGNC Symbol	CYP21A2
ENSG00000206338	112268338	CYP21A2	HGNC Symbol	CYP21A2
ENSG00000267686		AC090771.2	Clone-based (Ensembl) gene	
ENSG00000271856	101929623	LINC01215	HGNC Symbol	LINC01215
ENSG00000281800		ICE2P1	HGNC Symbol	ICE2P1
ENSG00000233426		EIF3FP3	HGNC Symbol	EIF3FP3
ENSG00000261965		ISCA1P3	HGNC Symbol	ISCA1P3
ENSG00000219592		NCSTNP1	HGNC Symbol	NCSTNP1
ENSG00000242060		RPS3AP49	HGNC Symbol	RPS3AP49
ENSG00000234052		LINC01673	HGNC Symbol	LINC01673
ENSG00000281580	401164	LINC01060	HGNC Symbol	LINC01060
ENSG00000267620		AC090771.1	Clone-based (Ensembl) gene	
ENSG00000225298	54088	LINC00113	HGNC Symbol	LINC00113
ENSG00000267401		AC090621.1	Clone-based (Ensembl) gene	
ENSG00000156587	9246	UBE2L6	HGNC Symbol	UBE2L6
ENSG00000180543	85453	TSPYL5	HGNC Symbol	TSPYL5
ENSG00000235660		LINC00345	HGNC Symbol	LINC00345
ENSG00000231519		AC007285.2	Clone-based (Ensembl) gene	
ENSG00000280296		AL137058.3	Clone-based (Ensembl) gene	
ENSG00000106080	55033	FKBP14	HGNC Symbol	FKBP14
ENSG00000244471		AL137058.1	Clone-based (Ensembl) gene	
ENSG00000234083		AJ006995.1	Clone-based (Ensembl) gene	
ENSG00000073670	4185	ADAM11	HGNC Symbol	ADAM11
ENSG00000254162		AC009812.3	Clone-based (Ensembl) gene	
ENSG00000174483	582	BBS1	HGNC Symbol	BBS1
ENSG00000228762	105375013	HCG20	HGNC Symbol	HCG20
ENSG00000178457	246705	LINC00314	HGNC Symbol	LINC00314
ENSG00000088882	56265	CPXM1	HGNC Symbol	CPXM1
ENSG00000280159		AC016583.1	Clone-based (Ensembl) gene	
ENSG00000261191		AC013640.1	Clone-based (Ensembl) gene	
ENSG00000235321		AC007556.1	Clone-based (Ensembl) gene	
ENSG00000260317		AC009812.4	Clone-based (Ensembl) gene	
ENSG00000260582		TPST2P1	HGNC Symbol	TPST2P1
ENSG00000261635		AC103988.1	Clone-based (Ensembl) gene	
ENSG00000083896	91746	YTHDC1	HGNC Symbol	YTHDC1
ENSG00000226810		AC112198.1	Clone-based (Ensembl) gene	
ENSG00000229170	401247	CR847861.1	Clone-based (Ensembl) gene	
ENSG00000232517		AC112198.2	Clone-based (Ensembl) gene	
ENSG00000263199		AC005951.1	Clone-based (Ensembl) gene	
ENSG00000229107		ABHD17AP4	HGNC Symbol	ABHD17AP4
ENSG00000231854	105375014	LINC02570	HGNC Symbol	LINC02570
ENSG00000232079	284825	LINC01697	HGNC Symbol	LINC01697
ENSG00000263125		ARL2BPP8	HGNC Symbol	ARL2BPP8
ENSG00000129465	11035	RIPK3	HGNC Symbol	RIPK3
ENSG00000280590		AF250324.2	Clone-based (Ensembl) gene	
ENSG00000186073	84529	C15orf41	HGNC Symbol	C15orf41
ENSG00000269989		AC036176.3	Clone-based (Ensembl) gene	
ENSG00000235995		UBE2V1P6	HGNC Symbol	UBE2V1P6
ENSG00000236944		CCDC58P2	HGNC Symbol	CCDC58P2
ENSG00000237359		AL354977.2	Clone-based (Ensembl) gene	
ENSG00000231444		DDR1-DT	HGNC Symbol	DDR1-DT
ENSG00000217261		POM121L4P	HGNC Symbol	POM121L4P
ENSG00000232104	101929302	RFX3-AS1	HGNC Symbol	RFX3-AS1
ENSG00000261368		AL731537.2	Clone-based (Ensembl) gene	
ENSG00000213750		AP002982.1	Clone-based (Ensembl) gene	
ENSG00000235062		BCRP5	HGNC Symbol	BCRP5
ENSG00000236532	101927973	LINC01695	HGNC Symbol	LINC01695
ENSG00000240068		RPL21P42	HGNC Symbol	RPL21P42
ENSG00000158480	9825	SPATA2	HGNC Symbol	SPATA2
ENSG00000281543		FRG1-DT	HGNC Symbol	FRG1-DT
ENSG00000249843		AC112198.4	Clone-based (Ensembl) gene	
ENSG00000226669		AL354977.1	Clone-based (Ensembl) gene	
ENSG00000227014		AC007285.1	Clone-based (Ensembl) gene	
ENSG00000225226		LINC01795	HGNC Symbol	LINC01795
ENSG00000188856		RPSAP47	HGNC Symbol	RPSAP47
ENSG00000240371		RPS4XP13	HGNC Symbol	RPS4XP13
ENSG00000281015	105377617	LINC01596	NCBI gene	
ENSG00000253760		AC009812.2	Clone-based (Ensembl) gene	
ENSG00000253775		AC100802.1	Clone-based (Ensembl) gene	
ENSG00000006606	10344	CCL26	HGNC Symbol	CCL26
ENSG00000242709		RPL30P9	HGNC Symbol	RPL30P9
ENSG00000251322	85358	SHANK3	HGNC Symbol	SHANK3
ENSG00000106086	84725	PLEKHA8	HGNC Symbol	PLEKHA8
ENSG00000233252		CRIP1P1	HGNC Symbol	CRIP1P1
ENSG00000102239	680	BRS3	HGNC Symbol	BRS3
ENSG00000163599	1493	CTLA4	HGNC Symbol	CTLA4
ENSG00000224246	389376	SFTA2	HGNC Symbol	SFTA2
ENSG00000269954		AC022239.1	Clone-based (Ensembl) gene	
ENSG00000237022	3107	HLA-C	HGNC Symbol	HLA-C
ENSG00000282384		AC015849.11	Clone-based (Ensembl) gene	
ENSG00000075223	10512	SEMA3C	HGNC Symbol	SEMA3C
ENSG00000114790	26084	ARHGEF26	HGNC Symbol	ARHGEF26
ENSG00000243836	100131176	WDR86-AS1	HGNC Symbol	WDR86-AS1
ENSG00000278608	256691	MAMDC2	HGNC Symbol	MAMDC2
ENSG00000228353		AL450322.1	Clone-based (Ensembl) gene	
ENSG00000271955		AC007100.1	Clone-based (Ensembl) gene	
ENSG00000273321		AC023983.2	Clone-based (Ensembl) gene	
ENSG00000270447		AC007179.3	Clone-based (Ensembl) gene	
ENSG00000231043		AC007238.1	Clone-based (Ensembl) gene	
ENSG00000231815		AC007179.1	Clone-based (Ensembl) gene	
ENSG00000127419	84286	TMEM175	HGNC Symbol	TMEM175
ENSG00000067082	1316	KLF6	HGNC Symbol	KLF6
ENSG00000254016		ALG1L10P	HGNC Symbol	ALG1L10P
